feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
C18.neg_Cluster_0515..palmitoylethanolamide	diagnosis_modified	UC	0.0913327769675117	0.442515608530357	220	134	0.836708536521197	0.930957039447018
HILIC.neg_Cluster_0740..deoxyinosine	immunosuppressant	Yes	0.0918122737732654	0.451257848393162	220	211	0.838999046105736	0.931724639749912
C18.neg_Cluster_0219..2.hydroxyhexadecanoate	immunosuppressant	Yes	0.074757689650586	0.371782909852315	220	220	0.840856616911818	0.932763355433791
HILIC.neg_Cluster_0203..orotate	antibiotic	Yes	-0.108822411869922	0.541869787524289	220	220	0.841052809695697	0.932763355433791
C18.neg_Cluster_1197..glycoursodeoxycholic.acid	mesalamine	Yes	0.106053228996492	0.532371026825627	220	160	0.842316669611714	0.933302568416058
C18.neg_Cluster_1575..taurodeoxycholic.acid	steroids	Yes	-0.117638724793972	0.591826948721882	220	162	0.842658074361261	0.933302568416058
C18.neg_Cluster_0064..sebacate	mesalamine	Yes	-0.06450300893856	0.333166611450038	220	218	0.846695771987843	0.933478527642613
C18.neg_Cluster_0472..docosahexaenoic.acid	mesalamine	Yes	0.0663427920008218	0.339394338253227	220	220	0.845235211131193	0.933478527642613
C18.neg_Cluster_0591..eicosatrienoic.acid	antibiotic	Yes	-0.0958507932170019	0.501186052937843	220	119	0.848539960116073	0.933478527642613
C18.neg_Cluster_0832..chenodeoxycholate	immunosuppressant	Yes	-0.11433722157044	0.586452249584259	220	151	0.845633735107935	0.933478527642613
C8.pos_Cluster_0554..cholestenone	immunosuppressant	Yes	0.0696556615280236	0.354554669501083	220	220	0.844464954954367	0.933478527642613
HILIC.neg_Cluster_0062..alpha.ketoisovalerate	steroids	Yes	-0.0837506220599927	0.43885559937051	220	211	0.848860127216837	0.933478527642613
HILIC.neg_Cluster_0237..fucose	immunosuppressant	Yes	0.0384578422908484	0.199078156290557	220	219	0.847029082926371	0.933478527642613
HILIC.neg_Cluster_0365..azelaic.acid	mesalamine	Yes	0.0544563685530613	0.285546769771906	220	220	0.848961501423166	0.933478527642613
HILIC.pos_Cluster_0079..pyroglutamic.acid	immunosuppressant	Yes	-0.0459923637930052	0.234087195756578	220	218	0.84445263056136	0.933478527642613
HILIC.pos_Cluster_0092..isoleucine	mesalamine	Yes	-0.0469049221323129	0.24199689557569	220	220	0.84652483010719	0.933478527642613
HILIC.pos_Cluster_0590..carnosine	steroids	Yes	0.103167304071626	0.541008465819544	220	120	0.848972977478324	0.933478527642613
HILIC.neg_Cluster_0232..acesulfame	steroids	Yes	0.159957268959801	0.846930537676409	220	115	0.850402941720286	0.934434852957469
C18.neg_Cluster_1258..cholate	immunosuppressant	Yes	-0.0811567698362377	0.432144293855388	220	220	0.85123802433242	0.934736685047054
C18.neg_Cluster_1574..taurochenodesoxycholic.acid	steroids	Yes	0.117561909269473	0.637282609238893	220	188	0.853842798572131	0.93691936548446
HILIC.neg_Cluster_0237..fucose	steroids	Yes	0.0411046681301228	0.224480242510179	220	219	0.854910835891696	0.93691936548446
HILIC.pos_Cluster_0092..isoleucine	steroids	Yes	-0.0470443891577696	0.256517458100974	220	220	0.854686732760174	0.93691936548446
C18.neg_Cluster_0563..palmitoylethanolamide	steroids	Yes	0.0617004989604441	0.343268476145784	220	208	0.85754910042697	0.938577361884637
HILIC.pos_Cluster_0110..1.methylnicotinamide	diagnosis_modified	UC	-0.108463127988148	0.602192287172635	220	159	0.85725932652139	0.938577361884637
C18.neg_Cluster_0490..docosapentaenoic.acid	mesalamine	Yes	-0.0653772736752087	0.366895098867822	220	213	0.858767181899428	0.938678675890069
C18.neg_Cluster_0672..nervonic.acid	antibiotic	Yes	-0.10009573467591	0.561068510978112	220	127	0.858601453498733	0.938678675890069
HILIC.pos_Cluster_0049..threonine	steroids	Yes	0.0515453568500101	0.291203079117557	220	217	0.859694483411095	0.939076881682846
HILIC.pos_Cluster_0405..caffeine	diagnosis_modified	UC	-0.112327315386958	0.641401426919974	220	201	0.861169593022513	0.940072566205204
C18.neg_Cluster_1196..glycodeoxycholic.acid	diagnosis_modified	UC	-0.130988439579069	0.755823418566787	220	177	0.862599669077569	0.941017820811893
HILIC.neg_Cluster_1571..glycocholate	diagnosis_modified	UC	0.133068991534437	0.783469626594838	220	194	0.865316031356496	0.94336414398865
HILIC.neg_Cluster_1170..lactose	steroids	Yes	0.0520511760294743	0.307888286895776	220	215	0.865934226311419	0.943421482356268
C18.neg_Cluster_1273..cholate	immunosuppressant	Yes	-0.075557361756761	0.45902236669449	220	197	0.869433667541679	0.944150623346042
HILIC.neg_Cluster_0129..salicylate	steroids	Yes	0.0597650773294583	0.35930546568588	220	213	0.868073991835164	0.944150623346042
HILIC.neg_Cluster_0909..guanosine	immunosuppressant	Yes	-0.0729220965766998	0.442754458656541	220	197	0.869358193095318	0.944150623346042
HILIC.pos_Cluster_0157..lysine	immunosuppressant	Yes	-0.0523937619205388	0.317518223959499	220	220	0.869115111235095	0.944150623346042
HILIC.pos_Cluster_1148..linoleoyl.ethanolamide	mesalamine	Yes	-0.0647480303188923	0.393269164586425	220	215	0.869405741008465	0.944150623346042
HILIC.neg_Cluster_0103..acetylalanine	antibiotic	Yes	-0.0481556283956611	0.295240110553085	220	220	0.870611534229011	0.94481459928041
HILIC.neg_Cluster_0335..4.pyridoxate	antibiotic	Yes	0.0707817966811663	0.440938555207317	220	220	0.872641495315692	0.945786883811939
HILIC.pos_Cluster_0046..valine	mesalamine	Yes	0.034900760948293	0.2170999427664	220	220	0.872457716770003	0.945786883811939
HILIC.neg_Cluster_0201..histidine	diagnosis_modified	UC	-0.0608219035789509	0.381395223771677	220	219	0.873469961143109	0.946070061809549
C18.neg_Cluster_1803..maslinic.acid	antibiotic	Yes	-0.191646159482724	1.2128543719613	220	132	0.874618358386245	0.946699170530991
C18.neg_Cluster_1575..taurodeoxycholic.acid	diagnosis_modified	UC	-0.118666024372316	0.760723111865198	220	162	0.876209218331513	0.947806080529808
HILIC.pos_Cluster_0108..hypoxanthine	steroids	Yes	0.0361387889102737	0.233359972797288	220	220	0.877097366096436	0.948151916169057
HILIC.neg_Cluster_0909..guanosine	steroids	Yes	-0.0767389667986246	0.499249290347169	220	197	0.878006052500838	0.948519491950388
HILIC.neg_Cluster_0331..sorbitol	mesalamine	Yes	-0.0444766064837313	0.293792041172311	220	220	0.879833677673681	0.949877734698308
HILIC.pos_Cluster_0089..hydroxyproline	immunosuppressant	Yes	0.0496067462583111	0.33083646798454	220	220	0.880971735958203	0.949877734698308
HILIC.pos_Cluster_0157..lysine	diagnosis_modified	UC	-0.0692306001862785	0.460208932274191	220	220	0.880586035329444	0.949877734698308
C8.pos_Cluster_0341..N.oleoylethanolamine	mesalamine	Yes	0.0531363087757341	0.363556017016364	220	214	0.883955618485474	0.95142207602193
HILIC.neg_Cluster_0176..xylose	steroids	Yes	0.0708917403456668	0.483646104793025	220	202	0.883624091654512	0.95142207602193
HILIC.neg_Cluster_0187..xanthine	mesalamine	Yes	-0.0452229031473107	0.309842132128716	220	219	0.884115238509587	0.95142207602193
C18.neg_Cluster_0004..4.hydroxystyrene	steroids	Yes	-0.101902222194984	0.7125077534294	220	148	0.886429907332092	0.952172596138146
C18.neg_Cluster_0930..cholate	immunosuppressant	Yes	0.0605480340028255	0.425199419456382	220	220	0.886918868855486	0.952172596138146
HILIC.neg_Cluster_0084..4.methylcatechol	mesalamine	Yes	0.0637055779410831	0.443624100652616	220	210	0.885969740748311	0.952172596138146
HILIC.neg_Cluster_0480..1.3.7.trimethylurate	immunosuppressant	Yes	-0.0658224856952088	0.462969679503881	220	212	0.887096051797769	0.952172596138146
HILIC.neg_Cluster_1002..eicosapentaenoic.acid	mesalamine	Yes	0.0596157195627161	0.426464494104549	220	198	0.888976709830476	0.953577589708832
HILIC.pos_Cluster_0114..2.hydroxyphenethylamine	antibiotic	Yes	-0.0875787700054533	0.629956284703798	220	218	0.889581935051356	0.953613539630888
C18.neg_Cluster_0490..docosapentaenoic.acid	antibiotic	Yes	-0.0714325526453026	0.527611584670767	220	213	0.892451104925112	0.955012608590562
C18.neg_Cluster_1465..taurolithocholic.acid	steroids	Yes	-0.0741938636157457	0.548795675650769	220	99	0.892604710307366	0.955012608590562
C8.pos_Cluster_0277..stearoyl.ethanolamide	diagnosis_modified	UC	-0.0667555550171055	0.489657267720257	220	199	0.891706916620865	0.955012608590562
C8.pos_Cluster_0988..sphingosine	antibiotic	Yes	-0.0678952628789427	0.507657011099729	220	186	0.893750877749119	0.95509482479598
HILIC.neg_Cluster_0049..uracil	mesalamine	Yes	0.0449036579788077	0.335988757860878	220	218	0.893826751502713	0.95509482479598
C8.pos_Cluster_0264..linoleoyl.ethanolamide	immunosuppressant	Yes	0.0498843883866556	0.380701720151236	220	217	0.895891026991161	0.95668772920695
C18.neg_Cluster_0351..eicosapentaenoic.acid	mesalamine	Yes	0.0467203619104975	0.373476199360424	220	218	0.900582686497618	0.957325329674465
C8.pos_Cluster_0136..piperine	diagnosis_modified	UC	0.107037575787102	0.856913154484279	220	198	0.900729187938861	0.957325329674465
C8.pos_Cluster_0705..cholestenone	mesalamine	Yes	0.0485941128190764	0.392706530966678	220	125	0.901653532924811	0.957325329674465
C8.pos_Cluster_1849..cholestenone	mesalamine	Yes	-0.130351309495599	1.04476101635956	220	123	0.900843047632682	0.957325329674465
HILIC.neg_Cluster_0296..citrulline	steroids	Yes	0.0392620788857442	0.316271339612782	220	219	0.901338093922175	0.957325329674465
HILIC.pos_Cluster_0089..hydroxyproline	diagnosis_modified	CD	0.0568373325786981	0.457179800077309	220	220	0.901194883454547	0.957325329674465
HILIC.pos_Cluster_0091..leucine	steroids	Yes	0.0320634795233819	0.256630390707428	220	220	0.900705739294606	0.957325329674465
HILIC.pos_Cluster_0156..glutamine	antibiotic	Yes	0.0403727500616844	0.322749227097577	220	220	0.900587273891287	0.957325329674465
HILIC.pos_Cluster_0734..deoxyinosine	immunosuppressant	Yes	-0.0559852419180552	0.451962284900617	220	190	0.90155078522258	0.957325329674465
C18.neg_Cluster_1465..taurolithocholic.acid	diagnosis_modified	CD	0.0811871847264884	0.672558127801366	220	99	0.904047866925301	0.959256896966541
C18.neg_Cluster_0515..palmitoylethanolamide	steroids	Yes	0.0406627590096457	0.34426805006121	220	134	0.906105056376993	0.960222767289849
HILIC.neg_Cluster_0112..asparagine	mesalamine	Yes	0.066889769117374	0.566343858530808	220	176	0.906109493833466	0.960222767289849
HILIC.neg_Cluster_0283..shikimate	steroids	Yes	0.066680338693171	0.579789335892788	220	165	0.908562941426545	0.961600879631647
HILIC.pos_Cluster_0121..imidazole.propionate	diagnosis_modified	UC	-0.0901609193729083	0.779813500661521	220	215	0.908079574911642	0.961600879631647
C18.neg_Cluster_0393..12.13.diHOME	antibiotic	Yes	0.0458660120654253	0.410537733205006	220	217	0.911164470198858	0.96374276239169
HILIC.pos_Cluster_0927..piperine	antibiotic	Yes	-0.08381080053733	0.767714133210716	220	217	0.913185911281004	0.965268757932012
HILIC.neg_Cluster_0049..uracil	diagnosis_modified	CD	0.0472524192563983	0.436466608575749	220	218	0.91390515932858	0.965417229740387
HILIC.neg_Cluster_0122..erythronic.acid	immunosuppressant	Yes	0.0247072485826652	0.235943182477134	220	220	0.916713252849414	0.967213486077464
HILIC.neg_Cluster_0169..2.hydroxyglutarate	diagnosis_modified	UC	0.0564146414773863	0.544032551091148	220	218	0.917521388894301	0.967213486077464
HILIC.neg_Cluster_0824..inosine	steroids	Yes	-0.0503085337515923	0.487543051134608	220	203	0.917925029053133	0.967213486077464
HILIC.pos_Cluster_0079..pyroglutamic.acid	antibiotic	Yes	0.0372581678166909	0.358094335589149	220	218	0.917245203572681	0.967213486077464
C18.neg_Cluster_0004..4.hydroxystyrene	diagnosis_modified	CD	0.0868580436922435	0.873189972064174	220	148	0.920870563100962	0.968942067681591
C18.neg_Cluster_0506..adrenic.acid	mesalamine	Yes	-0.0490587802612008	0.495943422263747	220	188	0.921308225025781	0.968942067681591
C18.neg_Cluster_0530..13.docosenoate	diagnosis_modified	CD	0.0557485242565051	0.560207562494805	220	126	0.920837304633197	0.968942067681591
C18.neg_Cluster_0025..acesulfame	steroids	Yes	-0.063058015568381	0.652310302358541	220	106	0.923093544847646	0.969630157184388
C18.neg_Cluster_1129..chenodeoxycholate	mesalamine	Yes	-0.0513395028437618	0.531305685774607	220	203	0.923125113674345	0.969630157184388
C18.neg_Cluster_0361..eicosatrienoic.acid	immunosuppressant	Yes	0.0360019051601207	0.37595569017675	220	206	0.923813460427233	0.969742512267227
C18.neg_Cluster_1803..maslinic.acid	mesalamine	Yes	0.0781191170235586	0.843405144317839	220	132	0.926302379191106	0.969978841350643
HILIC.neg_Cluster_0123..hypoxanthine	immunosuppressant	Yes	0.0226897115069572	0.24473010846072	220	218	0.926231194682382	0.969978841350643
HILIC.neg_Cluster_0181..hydrocinnamic.acid	immunosuppressant	Yes	-0.0559933757218204	0.600291841803575	220	205	0.925783961682827	0.969978841350643
HILIC.pos_Cluster_0099..asparagine	mesalamine	Yes	-0.0534543149093804	0.577603827215045	220	176	0.926364684815092	0.969978841350643
HILIC.neg_Cluster_0254..urate	antibiotic	Yes	0.0462814463826453	0.520111579316535	220	220	0.929190612738228	0.972327441685925
HILIC.pos_Cluster_0272..3.methylhistidine	antibiotic	Yes	0.0401218070310874	0.455373022253999	220	220	0.92988597464471	0.972445019252273
C18.neg_Cluster_0107..myristic.acid	diagnosis_modified	UC	-0.0357995105168073	0.422988586444045	220	218	0.932642840240795	0.973206405677512
HILIC.neg_Cluster_0117..aspartate	mesalamine	Yes	-0.017726547659915	0.206755981297961	220	220	0.931768053764415	0.973206405677512
HILIC.neg_Cluster_0159..alpha.ketoglutarate	diagnosis_modified	UC	0.0545491602985347	0.636775429203791	220	169	0.931825125525944	0.973206405677512
HILIC.neg_Cluster_0204..imidazolelactate	immunosuppressant	Yes	-0.0241920009766371	0.287143664787742	220	220	0.932947867313155	0.973206405677512
HILIC.neg_Cluster_0162..glutamine	immunosuppressant	Yes	-0.0299982364730576	0.366310749658561	220	217	0.934819966058627	0.974549814616119
HILIC.neg_Cluster_0187..xanthine	steroids	Yes	0.0264539082675449	0.32843361877502	220	219	0.935889868188879	0.975055777725828
C18.neg_Cluster_0672..nervonic.acid	diagnosis_modified	UC	0.0401512715947028	0.531596961715976	220	127	0.939874573397415	0.975551206239507
C18.neg_Cluster_2021..urobilin	mesalamine	Yes	-0.0549827573470234	0.725693923120722	220	171	0.939686881083712	0.975551206239507
HILIC.neg_Cluster_0032..2.aminobutyric.acid	steroids	Yes	-0.029685859623177	0.391455125349441	220	220	0.939632158917322	0.975551206239507
HILIC.pos_Cluster_0008..alanine	immunosuppressant	Yes	0.0119684266542931	0.156953999906812	220	220	0.93929869445249	0.975551206239507
HILIC.pos_Cluster_0041..proline	immunosuppressant	Yes	0.0133815963482787	0.173629611110648	220	220	0.938650871290911	0.975551206239507
HILIC.pos_Cluster_2052..bilirubin	steroids	Yes	0.0316374073960481	0.404403414774034	220	219	0.937727369442237	0.975551206239507
C18.neg_Cluster_0515..palmitoylethanolamide	mesalamine	Yes	-0.0231266380256788	0.32478023124615	220	134	0.943309485854678	0.978507600998509
HILIC.neg_Cluster_0331..sorbitol	immunosuppressant	Yes	0.0193263663234381	0.276180267994833	220	220	0.944286856247446	0.978912663903505
HILIC.pos_Cluster_0041..proline	steroids	Yes	-0.0134206323044971	0.195784499592109	220	220	0.945423060657147	0.979481779612498
C18.neg_Cluster_0393..12.13.diHOME	steroids	Yes	-0.0190400237763985	0.302613153025738	220	217	0.94989881316643	0.98298165686132
C8.pos_Cluster_0253..sphingosine	mesalamine	Yes	0.0182898774873019	0.305581069828961	220	220	0.952337144776915	0.98298165686132
C8.pos_Cluster_0339..linoleoyl.ethanolamide	steroids	Yes	0.0259444865117303	0.425325165110237	220	218	0.951425355711458	0.98298165686132
HILIC.neg_Cluster_0677..cystine	immunosuppressant	Yes	0.0267028089104394	0.428275115852386	220	173	0.95035132997335	0.98298165686132
HILIC.pos_Cluster_0114..2.hydroxyphenethylamine	immunosuppressant	Yes	-0.0253830074448772	0.41180405686376	220	218	0.950916855060436	0.98298165686132
HILIC.pos_Cluster_0333..tyrosine	steroids	Yes	0.0145367241107761	0.242502778891542	220	220	0.952264141845224	0.98298165686132
HILIC.pos_Cluster_0374..N.acetylspermidine	steroids	Yes	0.0201390260855714	0.342253620971886	220	220	0.953140803056728	0.98320275788412
C8.pos_Cluster_0264..linoleoyl.ethanolamide	steroids	Yes	-0.024222431224251	0.429278711717933	220	217	0.955063104113574	0.983484086863561
HILIC.neg_Cluster_0324..tyrosine	steroids	Yes	0.0148145392570073	0.266761313293445	220	220	0.955772005279276	0.983484086863561
HILIC.neg_Cluster_0562..ethyl.glucuronide	antibiotic	Yes	-0.0558725591281757	0.977473640332863	220	117	0.954478964547102	0.983484086863561
HILIC.pos_Cluster_0383..kynurenic.acid	steroids	Yes	-0.0241871646991234	0.43109347894706	220	210	0.955317155514355	0.983484086863561
C18.neg_Cluster_0025..acesulfame	diagnosis_modified	CD	0.0430774469556361	0.799417005572369	220	106	0.957083762149518	0.984226704849196
HILIC.pos_Cluster_0108..hypoxanthine	mesalamine	Yes	-0.0116080616843302	0.220150275098787	220	220	0.958005295783528	0.984567364982702
HILIC.pos_Cluster_0817..atenolol	diagnosis_modified	UC	0.0466026607533675	0.903166162546253	220	117	0.958903420869354	0.98488356281409
C18.neg_Cluster_1060..chenodeoxycholate	immunosuppressant	Yes	-0.0212917315858266	0.421076000120137	220	118	0.959726367997138	0.985122204196447
HILIC.pos_Cluster_1113..phytosphingosine	immunosuppressant	Yes	0.0115079496330722	0.232784236724909	220	220	0.96062478840413	0.985437974820473
HILIC.neg_Cluster_0332..saccharin	diagnosis_modified	UC	-0.0479323748281562	0.996122766524512	220	174	0.961673077810671	0.985907002942962
HILIC.neg_Cluster_0288..suberate	mesalamine	Yes	0.0118480506625052	0.252874210407014	220	219	0.962680229013029	0.986333305892956
C18.neg_Cluster_1803..maslinic.acid	immunosuppressant	Yes	0.0359146613890088	0.792846048029277	220	132	0.963918054741576	0.986461357116178
HILIC.neg_Cluster_0133..4.nitrophenol	antibiotic	Yes	0.0274005340268425	0.606065552716599	220	214	0.963988016846145	0.986461357116178
HILIC.pos_Cluster_0113..trigonelline	steroids	Yes	0.0207461486329544	0.469950640545448	220	218	0.96483587825651	0.986723632698872
C18.neg_Cluster_0563..palmitoylethanolamide	immunosuppressant	Yes	0.0128504759345094	0.304424365278708	220	208	0.966374675521291	0.987247558737671
C8.pos_Cluster_0478..cholestenone	immunosuppressant	Yes	0.0175292288704396	0.417215146136635	220	220	0.966531932505166	0.987247558737671
HILIC.neg_Cluster_0192..ribitol	immunosuppressant	Yes	-0.00949124043344812	0.23148719091807	220	219	0.967338958930618	0.987467186962222
